date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:20:02	80974/80974	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202014%2017:21:08%20GMT	http://xiao106347.blog.163.com/blog/static/215992078201452742710221	./xiao106347.blog.163.com/blog/static/215992078201452742710221.html	(from http://xiao106347.blog.163.com/blog/static/215992078201451063823704/)
01:20:02	66433/66433	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202014%2017:21:08%20GMT	http://xiao106347.blog.163.com/album/	./xiao106347.blog.163.com/album/index.html	(from http://xiao106347.blog.163.com/)
01:20:02	67996/67996	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202014%2017:21:09%20GMT	http://xiao106347.blog.163.com/blog/static/215992078201401581042600?suggestedreading	./xiao106347.blog.163.com/blog/static/215992078201401581042600a87a.html	(from http://xiao106347.blog.163.com/blog/static/215992078201451063823704/)
01:20:02	1414/1414	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Jul%202014%2017:21:11%20GMT	http://xiao106347.blog.163.com/%22http://img2.ph.126.net/jjrppq4fzjSyenfPM5gQhA==/6598153885123422779.jpg/%22	./xiao106347.blog.163.com/_http_/img2.ph.126.net/jjrppq4fzjSyenfPM5gQhA==/6598153885123422779.jpg/_	(from http://xiao106347.blog.163.com/blog/static/215992078201451063823704/)
01:20:02	1414/1414	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Jul%202014%2017:21:11%20GMT	http://xiao106347.blog.163.com/%22http://xiao106347.blog.163.com/blog/static/21599207820146881432832//%22	./xiao106347.blog.163.com/_http_/xiao106347.blog.163.com/blog/static/21599207820146881432832/_	(from http://xiao106347.blog.163.com/blog/static/215992078201451063823704/)
01:20:03	1414/1414	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Jul%202014%2017:21:11%20GMT	http://xiao106347.blog.163.com/%22http://xiao106347.blog.163.com/blog/static/2159920782014671571862//%22	./xiao106347.blog.163.com/_http_/xiao106347.blog.163.com/blog/static/2159920782014671571862/_	(from http://xiao106347.blog.163.com/blog/static/215992078201451063823704/)
01:20:04	42970/42970	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202014%2017:21:12%20GMT	http://xiao106347.blog.163.com/music/	./xiao106347.blog.163.com/music/index.html	(from http://xiao106347.blog.163.com/)
01:20:04	1414/1414	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Jul%202014%2017:21:12%20GMT	http://xiao106347.blog.163.com/blog/blog/	./xiao106347.blog.163.com/blog/blog/index.html	(from http://xiao106347.blog.163.com/blog/)
01:20:04	1414/1414	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Jul%202014%2017:21:12%20GMT	http://xiao106347.blog.163.com/blog/album/	./xiao106347.blog.163.com/blog/album/index.html	(from http://xiao106347.blog.163.com/blog/)
01:20:04	1414/1414	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Jul%202014%2017:21:13%20GMT	http://xiao106347.blog.163.com/%22http://xiao106347.blog.163.com/blog/static/215992078201464059117//%22	./xiao106347.blog.163.com/_http_/xiao106347.blog.163.com/blog/static/215992078201464059117/_	(from http://xiao106347.blog.163.com/blog/static/215992078201451063823704/)
